PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2019-11-22
Release Date, 2019-11-23
Source file, P566.cwu.nam14.pos
Offset from source file, 62.17 mm North, -73.30 mm East, -82.02 mm Vertical
Reference position, 36.3244546817 North Latitude, -119.2292876213 East Longitude, 78.14754 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2014-05-30,81.44, -94.04, -100.08, 2.01, 1.57, 7.33, repro,
2014-05-31,82.60, -93.29, -99.66, 2, 1.54, 7.25, repro,
2014-06-01,81.65, -93.75, -99.20, 2, 1.53, 7.2, repro,
2014-06-02,81.38, -94.41, -99.36, 1.96, 1.52, 7.09, repro,
2014-06-03,81.78, -94.12, -95.24, 1.98, 1.52, 7.12, repro,
2014-06-04,81.19, -94.04, -100.60, 1.99, 1.53, 7.19, repro,
2014-06-05,80.71, -94.95, -96.57, 2.02, 1.59, 7.35, repro,
2014-06-06,81.77, -93.32, -99.03, 2.01, 1.54, 7.24, repro,
2014-06-07,79.94, -94.39, -99.42, 1.98, 1.52, 7.14, repro,
2014-06-08,80.78, -93.95, -94.26, 1.97, 1.52, 7.11, repro,
2014-06-09,81.12, -94.93, -101.56, 2.04, 1.57, 7.36, repro,
2014-06-10,81.12, -94.54, -99.00, 1.98, 1.53, 7.22, repro,
2014-06-11,80.65, -93.14, -92.86, 2.01, 1.54, 7.29, repro,
2014-06-12,81.75, -94.68, -100.63, 2.04, 1.55, 7.32, repro,
2014-06-13,79.95, -93.21, -92.44, 2.04, 1.55, 7.29, repro,
2014-06-14,80.24, -95.41, -96.92, 1.98, 1.52, 7.17, repro,
2014-06-15,81.21, -95.65, -103.18, 2, 1.53, 7.21, repro,
2014-06-16,80.88, -94.75, -96.16, 1.99, 1.53, 7.25, repro,
2014-06-17,81.42, -95.45, -94.43, 1.97, 1.52, 7.18, repro,
2014-06-18,80.22, -94.29, -95.11, 1.98, 1.53, 7.2, repro,
2014-06-19,81.48, -94.60, -97.27, 2, 1.52, 7.18, repro,
2014-06-20,80.09, -95.22, -94.48, 1.98, 1.52, 7.17, repro,
2014-06-21,80.17, -95.21, -99.12, 1.98, 1.52, 7.16, repro,
2014-06-22,81.60, -93.43, -93.32, 1.98, 1.51, 7.13, repro,
2014-06-23,81.37, -95.17, -99.51, 1.99, 1.52, 7.18, repro,
2014-06-24,81.77, -94.50, -101.71, 2, 1.52, 7.18, repro,
2014-06-25,80.10, -94.95, -101.39, 1.99, 1.52, 7.2, repro,
2014-06-26,80.24, -96.65, -87.06, 1.99, 1.52, 7.17, repro,
2014-06-27,81.46, -93.72, -93.11, 1.99, 1.53, 7.21, repro,
2014-06-28,80.91, -93.52, -95.40, 1.98, 1.52, 7.16, repro,
2014-06-29,81.84, -94.15, -95.33, 1.94, 1.51, 7.06, repro,
2014-06-30,80.65, -94.22, -92.85, 1.96, 1.51, 7.13, repro,
2014-07-01,80.20, -95.11, -90.55, 1.94, 1.5, 7.01, repro,
2014-07-02,79.79, -95.89, -99.69, 1.94, 1.5, 7.01, repro,
2014-07-03,80.21, -95.22, -97.78, 1.94, 1.54, 7.12, repro,
2014-07-04,81.73, -95.32, -93.79, 1.96, 1.53, 7.13, repro,
2014-07-05,79.97, -95.66, -95.97, 1.95, 1.5, 7.05, repro,
2014-07-06,81.97, -95.30, -101.04, 1.94, 1.5, 6.98, repro,
2014-07-07,79.87, -95.85, -86.77, 1.98, 1.55, 7.27, repro,
2014-07-08,81.49, -95.39, -92.09, 1.96, 1.52, 7.1, repro,
2014-07-09,80.78, -94.76, -94.22, 1.95, 1.51, 7.06, repro,
2014-07-10,79.43, -96.54, -93.19, 1.98, 1.54, 7.22, repro,
2014-07-11,81.54, -95.92, -92.31, 1.95, 1.51, 7.06, repro,
2014-07-12,81.14, -95.41, -91.66, 1.96, 1.51, 7.08, repro,
2014-07-13,80.96, -94.38, -95.32, 1.94, 1.51, 7.02, repro,
2014-07-14,81.74, -95.69, -93.87, 1.94, 1.52, 7.05, repro,
2014-07-15,81.95, -95.98, -90.78, 1.93, 1.5, 7.01, repro,
2014-07-16,79.79, -96.49, -91.37, 1.96, 1.52, 7.14, repro,
2014-07-17,81.76, -95.86, -89.14, 2.01, 1.52, 7.22, repro,
2014-07-18,81.78, -95.82, -88.89, 1.97, 1.52, 7.12, repro,
2014-07-19,82.49, -95.32, -88.82, 1.95, 1.51, 7.1, repro,
2014-07-20,81.23, -96.58, -90.25, 1.96, 1.52, 7.14, repro,
2014-07-21,81.36, -95.86, -84.63, 1.95, 1.51, 7.14, repro,
2014-07-22,80.43, -95.32, -90.68, 1.96, 1.5, 7.12, repro,
2014-07-23,81.01, -94.37, -93.11, 1.96, 1.5, 7.1, repro,
2014-07-24,80.36, -95.74, -92.44, 1.95, 1.5, 7.05, repro,
2014-07-25,81.23, -95.47, -89.41, 1.95, 1.5, 7.06, repro,
2014-07-26,81.22, -95.67, -99.62, 1.95, 1.5, 7.08, repro,
2014-07-27,80.75, -95.82, -93.52, 1.99, 1.55, 7.18, repro,
2014-07-28,80.84, -95.21, -94.79, 1.98, 1.5, 7.1, repro,
2014-07-29,82.33, -95.34, -91.92, 1.97, 1.51, 7.13, repro,
2014-07-30,81.71, -96.46, -88.38, 1.98, 1.52, 7.16, repro,
2014-07-31,81.23, -95.69, -96.61, 1.95, 1.49, 7.02, repro,
2014-08-01,81.55, -95.72, -89.28, 1.97, 1.52, 7.12, repro,
2014-08-02,81.16, -95.98, -94.51, 1.97, 1.53, 7.16, repro,
2014-08-03,82.62, -95.65, -89.70, 2.06, 1.62, 7.58, repro,
2014-08-04,82.76, -94.63, -96.37, 2.09, 1.57, 7.46, repro,
2014-08-05,82.10, -95.48, -100.92, 2, 1.54, 7.26, repro,
2014-08-06,81.31, -95.60, -100.13, 1.98, 1.53, 7.19, repro,
2014-08-07,81.74, -95.67, -96.12, 2, 1.57, 7.32, repro,
2014-08-08,81.58, -94.68, -97.41, 2, 1.56, 7.27, repro,
2014-08-09,81.91, -95.77, -95.42, 2.01, 1.55, 7.27, repro,
2014-08-10,81.46, -94.97, -100.12, 2, 1.55, 7.27, repro,
2014-08-11,82.12, -96.18, -96.86, 1.98, 1.53, 7.17, repro,
2014-08-12,81.23, -98.02, -89.97, 2, 1.57, 7.32, repro,
2014-08-13,81.62, -94.88, -97.63, 1.99, 1.53, 7.19, repro,
2014-08-14,82.29, -96.58, -91.35, 2.07, 1.57, 7.48, repro,
2014-08-15,82.99, -95.53, -94.80, 2.04, 1.58, 7.38, repro,
2014-08-16,82.87, -96.26, -93.07, 1.99, 1.53, 7.21, repro,
2014-08-17,82.43, -96.42, -95.00, 1.99, 1.56, 7.23, repro,
2014-08-18,81.20, -95.91, -89.27, 2, 1.54, 7.22, repro,
2014-08-19,82.19, -95.40, -93.03, 1.99, 1.53, 7.17, repro,
2014-08-20,80.36, -98.08, -93.43, 2.11, 1.6, 7.61, repro,
2014-08-21,81.98, -96.04, -86.72, 2.08, 1.6, 7.54, repro,
2014-08-22,80.42, -95.85, -91.08, 2.02, 1.56, 7.23, repro,
2014-08-23,81.35, -96.54, -91.80, 2, 1.53, 7.14, repro,
2014-08-24,81.71, -96.39, -97.21, 2.01, 1.57, 7.24, repro,
2014-08-25,81.94, -97.14, -92.31, 2.01, 1.58, 7.31, repro,
2014-08-26,82.77, -96.22, -97.41, 2.04, 1.62, 7.41, repro,
2014-08-27,82.02, -96.27, -88.11, 2, 1.56, 7.22, repro,
2014-08-28,83.01, -96.48, -88.95, 1.99, 1.56, 7.22, repro,
2014-08-29,82.47, -97.57, -85.69, 1.98, 1.54, 7.19, repro,
2014-08-30,82.08, -96.12, -92.16, 1.99, 1.54, 7.23, repro,
2014-08-31,82.86, -97.09, -86.47, 2, 1.53, 7.2, repro,
2014-09-01,82.72, -96.74, -88.02, 1.99, 1.53, 7.17, repro,
2014-09-02,82.27, -96.98, -91.57, 1.99, 1.53, 7.18, repro,
2014-09-03,82.61, -96.61, -93.75, 1.98, 1.54, 7.15, repro,
2014-09-04,81.68, -96.41, -92.51, 1.99, 1.54, 7.19, repro,
2014-09-05,80.84, -96.40, -90.21, 2, 1.54, 7.21, repro,
2014-09-06,81.39, -96.47, -100.47, 2.01, 1.54, 7.2, repro,
2014-09-07,80.48, -97.11, -93.42, 2, 1.54, 7.21, repro,
2014-09-08,82.01, -97.23, -98.60, 2.07, 1.56, 7.41, repro,
2014-09-09,82.26, -97.91, -93.27, 1.99, 1.53, 7.13, repro,
2014-09-10,82.09, -95.08, -96.71, 1.99, 1.54, 7.18, repro,
2014-09-11,81.17, -96.09, -94.15, 1.98, 1.53, 7.15, repro,
2014-09-12,83.41, -96.71, -96.15, 1.98, 1.52, 7.08, repro,
2014-09-13,81.84, -96.76, -91.53, 1.97, 1.52, 7.09, repro,
2014-09-14,82.23, -96.63, -88.14, 1.98, 1.53, 7.12, repro,
2014-09-15,81.86, -96.60, -95.41, 1.99, 1.54, 7.16, repro,
2014-09-16,82.57, -96.47, -93.74, 1.99, 1.53, 7.18, repro,
2014-09-17,82.41, -96.69, -87.43, 1.99, 1.53, 7.17, repro,
2014-09-18,80.90, -96.18, -93.69, 1.92, 1.53, 7.03, repro,
2014-09-19,83.18, -98.24, -100.01, 1.96, 1.54, 7.11, repro,
2014-09-20,82.71, -96.46, -95.40, 1.92, 1.52, 6.96, repro,
2014-09-21,83.04, -97.14, -95.19, 1.94, 1.53, 7.06, repro,
2014-09-22,83.51, -96.60, -95.95, 1.92, 1.52, 7, repro,
2014-09-23,83.14, -96.75, -92.29, 1.92, 1.52, 6.98, repro,
2014-09-24,83.40, -98.15, -98.17, 1.93, 1.53, 7.01, repro,
2014-09-25,82.21, -96.85, -95.06, 1.93, 1.54, 7.04, repro,
2014-09-26,83.32, -97.59, -104.89, 1.94, 1.54, 7.06, repro,
2014-09-27,83.45, -98.68, -96.83, 2, 1.59, 7.37, repro,
2014-09-28,82.75, -97.83, -96.06, 1.93, 1.53, 7.03, repro,
2014-09-29,83.01, -97.16, -100.98, 1.93, 1.54, 7.04, repro,
2014-09-30,84.19, -97.66, -96.91, 1.93, 1.54, 7.05, repro,
2014-10-01,83.70, -97.30, -100.31, 1.93, 1.54, 6.98, repro,
2014-10-02,83.89, -97.45, -99.00, 2.02, 1.61, 7.36, repro,
2014-10-03,84.10, -97.21, -102.14, 1.93, 1.54, 7.05, repro,
2014-10-04,83.07, -96.79, -100.29, 1.94, 1.55, 7.09, repro,
2014-10-05,82.52, -98.16, -97.62, 1.93, 1.54, 7.06, repro,
2014-10-06,84.24, -97.20, -97.72, 1.93, 1.54, 7.07, repro,
2014-10-07,82.90, -97.64, -96.72, 1.94, 1.54, 7.06, repro,
2014-10-08,84.08, -97.61, -94.67, 1.94, 1.54, 7.08, repro,
2014-10-09,83.68, -97.85, -100.45, 1.96, 1.57, 7.25, repro,
2014-10-10,82.78, -98.31, -99.27, 1.93, 1.54, 7.04, repro,
2014-10-11,82.36, -98.39, -100.02, 1.95, 1.57, 7.23, repro,
2014-10-12,83.74, -98.89, -101.49, 1.98, 1.61, 7.43, repro,
2014-10-13,83.06, -97.79, -100.05, 1.96, 1.57, 7.23, repro,
2014-10-14,83.94, -98.77, -96.07, 1.94, 1.54, 7.07, repro,
2014-10-15,83.24, -97.92, -98.33, 1.92, 1.54, 7.06, repro,
2014-10-16,82.54, -98.18, -98.49, 1.94, 1.54, 7.04, repro,
2014-10-17,82.87, -98.83, -98.84, 1.92, 1.54, 7, repro,
2014-10-18,82.93, -98.03, -96.45, 1.94, 1.55, 7.08, repro,
2014-10-19,83.14, -98.73, -96.43, 2.01, 1.61, 7.36, repro,
2014-10-20,83.77, -98.92, -96.92, 1.97, 1.57, 7.15, repro,
2014-10-21,82.48, -98.07, -99.48, 1.99, 1.59, 7.29, repro,
2014-10-22,83.09, -98.61, -97.71, 1.99, 1.59, 7.27, repro,
2014-10-23,83.23, -98.72, -97.82, 1.98, 1.59, 7.35, repro,
2014-10-24,82.64, -98.88, -99.85, 1.94, 1.56, 7.19, repro,
2014-10-25,82.61, -99.21, -99.93, 1.91, 1.54, 7.03, repro,
2014-10-26,82.40, -97.86, -103.51, 1.93, 1.57, 7.21, repro,
2014-10-27,82.66, -98.87, -96.92, 1.97, 1.6, 7.32, repro,
2014-10-28,83.73, -98.07, -94.95, 1.99, 1.58, 7.29, repro,
2014-10-29,84.33, -98.40, -97.78, 1.91, 1.55, 7.05, repro,
2014-10-30,83.27, -98.62, -99.31, 1.91, 1.54, 7.03, repro,
2014-10-31,82.24, -98.24, -99.11, 1.92, 1.56, 7.09, repro,
2014-11-01,83.84, -98.86, -95.67, 1.94, 1.57, 7.15, repro,
2014-11-02,83.90, -99.10, -99.74, 1.93, 1.56, 7.11, repro,
2014-11-03,83.65, -98.82, -97.02, 1.93, 1.57, 7.15, repro,
2014-11-04,83.50, -98.67, -101.32, 1.94, 1.58, 7.22, repro,
2014-11-05,83.55, -98.15, -103.43, 1.93, 1.56, 7.11, repro,
2014-11-06,83.80, -98.64, -103.24, 1.93, 1.56, 7.1, repro,
2014-11-07,84.08, -98.51, -98.97, 1.95, 1.58, 7.23, repro,
2014-11-08,83.07, -98.58, -94.87, 1.95, 1.58, 7.22, repro,
2014-11-09,83.87, -98.67, -93.46, 1.96, 1.59, 7.28, repro,
2014-11-10,83.03, -97.73, -96.31, 1.94, 1.57, 7.21, repro,
2014-11-11,83.43, -97.90, -97.45, 1.93, 1.57, 7.16, repro,
2014-11-12,82.78, -98.06, -95.18, 1.93, 1.58, 7.17, repro,
2014-11-13,84.47, -97.71, -98.20, 1.93, 1.58, 7.14, repro,
2014-11-14,83.97, -98.06, -103.12, 1.96, 1.58, 7.24, repro,
2014-11-15,83.92, -98.58, -99.36, 1.95, 1.57, 7.21, repro,
2014-11-16,83.86, -98.41, -97.60, 1.96, 1.58, 7.27, repro,
2014-11-17,83.91, -98.83, -105.06, 1.97, 1.61, 7.28, repro,
2014-11-18,84.48, -98.43, -100.96, 1.94, 1.58, 7.18, repro,
2014-11-19,84.38, -100.12, -93.37, 1.96, 1.58, 7.25, repro,
2014-11-20,85.59, -98.62, -91.58, 2.03, 1.6, 7.54, repro,
2014-11-21,84.27, -99.34, -96.36, 2.11, 1.65, 7.78, repro,
2014-11-22,84.07, -99.44, -95.35, 2.08, 1.65, 7.7, repro,
2014-11-23,84.57, -99.49, -101.85, 2, 1.6, 7.44, repro,
2014-11-24,84.40, -98.63, -99.69, 2.01, 1.59, 7.42, repro,
2014-11-25,84.97, -98.30, -105.59, 2.06, 1.64, 7.64, repro,
2014-11-26,85.13, -98.44, -106.78, 2.02, 1.59, 7.53, repro,
2014-11-27,85.00, -98.03, -106.38, 1.93, 1.57, 7.18, repro,
2014-11-28,85.22, -99.88, -98.22, 1.96, 1.6, 7.29, repro,
2014-11-29,85.18, -99.84, -92.43, 1.93, 1.56, 7.14, repro,
2014-11-30,84.55, -99.17, -93.06, 1.98, 1.6, 7.32, repro,
2014-12-01,85.66, -99.88, -102.45, 2.01, 1.62, 7.48, repro,
2014-12-02,85.97, -99.32, -96.24, 1.98, 1.61, 7.39, repro,
2014-12-03,85.25, -100.06, -98.49, 1.98, 1.6, 7.33, repro,
2014-12-04,85.71, -100.06, -102.02, 1.97, 1.59, 7.26, repro,
2014-12-05,84.84, -98.60, -97.12, 1.99, 1.59, 7.31, repro,
2014-12-06,85.63, -99.51, -108.68, 1.96, 1.56, 7.24, repro,
2014-12-07,85.74, -98.60, -106.05, 1.96, 1.56, 7.25, repro,
2014-12-08,85.15, -99.18, -107.10, 1.98, 1.6, 7.35, repro,
2014-12-09,85.63, -100.08, -108.55, 1.97, 1.59, 7.28, repro,
2014-12-10,85.40, -98.88, -106.16, 1.98, 1.59, 7.29, repro,
2014-12-11,86.14, -99.16, -97.87, 1.99, 1.61, 7.43, repro,
2014-12-12,87.30, -100.01, -99.02, 1.97, 1.57, 7.26, repro,
2014-12-13,87.44, -100.89, -107.27, 1.95, 1.59, 7.24, repro,
2014-12-14,85.93, -100.27, -106.37, 1.9, 1.55, 7.05, repro,
2014-12-15,85.85, -100.74, -105.64, 1.94, 1.59, 7.2, repro,
2014-12-16,87.09, -100.26, -101.11, 1.98, 1.59, 7.24, repro,
2014-12-17,87.38, -100.54, -103.39, 1.96, 1.56, 7.19, repro,
2014-12-18,87.11, -100.28, -106.25, 1.91, 1.55, 7.09, repro,
2014-12-19,86.32, -100.01, -106.75, 1.93, 1.59, 7.17, repro,
2014-12-20,86.73, -100.14, -109.00, 1.92, 1.54, 7.04, repro,
2014-12-21,86.71, -99.06, -109.42, 1.9, 1.54, 7.02, repro,
2014-12-22,87.84, -99.98, -106.61, 1.93, 1.54, 7.1, repro,
2014-12-23,87.73, -100.34, -114.31, 1.93, 1.55, 7.16, repro,
2014-12-24,86.05, -100.30, -106.76, 1.92, 1.54, 7.11, repro,
2014-12-25,86.96, -100.62, -101.42, 1.94, 1.59, 7.24, repro,
2014-12-26,86.98, -100.69, -104.65, 1.91, 1.54, 7.07, repro,
2014-12-27,86.47, -100.52, -107.70, 1.91, 1.53, 7.04, repro,
2014-12-28,87.44, -100.36, -108.86, 1.91, 1.54, 7.09, repro,
2014-12-29,87.44, -100.33, -109.94, 1.92, 1.53, 7.08, repro,
2014-12-30,87.32, -101.57, -109.84, 1.91, 1.54, 7.09, repro,
2014-12-31,87.46, -101.30, -106.84, 1.92, 1.54, 7.09, repro,
2015-01-01,88.44, -101.03, -105.74, 1.92, 1.54, 7.11, repro,
2015-01-02,88.10, -100.34, -107.71, 1.93, 1.54, 7.11, repro,
2015-01-03,87.36, -100.72, -110.67, 1.92, 1.53, 7.09, repro,
2015-01-04,87.59, -100.86, -111.00, 1.95, 1.54, 7.17, repro,
2015-01-05,87.49, -100.40, -118.29, 1.95, 1.56, 7.18, repro,
2015-01-06,87.23, -99.53, -114.43, 1.96, 1.57, 7.25, repro,
2015-01-07,86.60, -100.13, -112.38, 1.94, 1.56, 7.15, repro,
2015-01-08,88.04, -100.61, -112.42, 1.94, 1.56, 7.13, repro,
2015-01-09,87.74, -99.25, -115.31, 2.01, 1.66, 7.42, repro,
2015-01-10,86.69, -101.26, -107.25, 1.93, 1.56, 7.17, repro,
2015-01-11,86.82, -101.42, -106.73, 1.96, 1.57, 7.28, repro,
2015-01-12,87.49, -100.62, -107.67, 1.94, 1.56, 7.19, repro,
2015-01-13,87.92, -100.18, -110.27, 1.95, 1.56, 7.22, repro,
2015-01-14,88.27, -100.46, -110.27, 1.94, 1.56, 7.22, repro,
2015-01-15,87.00, -101.25, -107.35, 1.92, 1.55, 7.14, repro,
2015-01-16,86.76, -101.60, -105.44, 1.96, 1.56, 7.24, repro,
2015-01-17,87.46, -99.24, -107.55, 2.05, 1.64, 7.58, repro,
2015-01-18,86.77, -101.50, -108.64, 1.94, 1.56, 7.19, repro,
2015-01-19,87.81, -100.45, -110.99, 1.94, 1.56, 7.2, repro,
2015-01-20,85.56, -100.93, -105.86, 1.93, 1.55, 7.14, repro,
2015-01-21,85.67, -101.25, -108.42, 1.94, 1.56, 7.18, repro,
2015-01-22,86.57, -101.53, -103.24, 1.95, 1.56, 7.24, repro,
2015-01-23,86.15, -101.06, -109.38, 2.05, 1.7, 7.58, repro,
2015-01-24,87.11, -102.02, -105.53, 1.97, 1.6, 7.3, repro,
2015-01-25,85.31, -101.50, -104.01, 1.93, 1.55, 7.1, repro,
2015-01-26,85.96, -101.60, -105.47, 1.93, 1.55, 7.13, repro,
2015-01-27,86.55, -100.58, -108.38, 1.94, 1.55, 7.12, repro,
2015-01-28,86.14, -101.59, -107.12, 1.94, 1.55, 7.15, repro,
2015-01-29,85.47, -102.03, -107.89, 1.93, 1.55, 7.07, repro,
2015-01-30,86.59, -101.03, -109.44, 1.96, 1.54, 7.07, repro,
2015-01-31,86.36, -102.44, -107.76, 1.97, 1.55, 7.12, repro,
2015-02-01,86.24, -102.46, -107.25, 1.99, 1.56, 7.2, repro,
2015-02-02,86.60, -100.61, -105.32, 1.98, 1.56, 7.2, repro,
2015-02-03,85.88, -101.91, -106.56, 1.94, 1.55, 7.08, repro,
2015-02-04,87.02, -101.62, -101.23, 1.94, 1.54, 7.07, repro,
2015-02-05,86.29, -101.89, -103.32, 1.94, 1.55, 7.07, repro,
2015-02-06,88.01, -101.85, -99.80, 2.02, 1.6, 7.33, repro,
2015-02-07,85.66, -102.59, -104.48, 1.98, 1.58, 7.29, repro,
2015-02-08,85.72, -101.69, -105.49, 1.97, 1.57, 7.19, repro,
2015-02-09,86.09, -104.28, -107.06, 1.96, 1.57, 7.16, repro,
2015-02-10,86.37, -101.18, -106.71, 1.99, 1.57, 7.2, repro,
2015-02-11,86.85, -102.43, -109.74, 2.03, 1.62, 7.38, repro,
2015-02-12,86.88, -101.75, -113.90, 1.96, 1.56, 7.16, repro,
2015-02-13,87.50, -101.47, -115.39, 1.96, 1.57, 7.24, repro,
2015-02-14,86.74, -101.24, -111.17, 1.94, 1.56, 7.09, repro,
2015-02-15,87.34, -100.59, -105.67, 1.95, 1.55, 7.13, repro,
2015-02-16,87.50, -101.34, -109.50, 1.96, 1.56, 7.17, repro,
2015-02-17,87.35, -101.50, -113.59, 1.98, 1.56, 7.19, repro,
2015-02-18,86.43, -101.99, -115.61, 1.98, 1.56, 7.24, repro,
2015-02-19,86.63, -102.04, -111.47, 1.99, 1.58, 7.27, repro,
2015-02-20,87.80, -101.36, -106.32, 1.97, 1.59, 7.26, repro,
2015-02-21,87.78, -101.36, -104.40, 1.96, 1.55, 7.13, repro,
2015-02-22,87.51, -103.11, -107.76, 1.97, 1.56, 7.22, repro,
2015-02-23,86.33, -102.38, -111.19, 1.99, 1.56, 7.26, repro,
2015-02-24,86.97, -101.73, -111.14, 1.95, 1.54, 7.1, repro,
2015-02-25,88.62, -102.51, -109.10, 1.96, 1.54, 7.13, repro,
2015-02-26,88.21, -100.63, -109.72, 1.96, 1.54, 7.13, repro,
2015-02-27,88.52, -102.08, -107.69, 1.97, 1.55, 7.19, repro,
2015-02-28,87.38, -102.49, -108.38, 1.99, 1.56, 7.26, repro,
2015-03-01,87.71, -102.57, -105.68, 1.97, 1.55, 7.2, repro,
2015-03-02,87.86, -102.14, -106.96, 1.96, 1.54, 7.11, repro,
2015-03-03,88.42, -101.99, -108.32, 1.97, 1.54, 7.12, repro,
2015-03-04,89.18, -103.05, -109.50, 2, 1.55, 7.22, repro,
2015-03-05,88.58, -101.77, -112.70, 2.04, 1.57, 7.45, repro,
2015-03-06,86.96, -102.89, -117.32, 2.03, 1.57, 7.43, repro,
2015-03-07,87.82, -102.15, -111.93, 1.96, 1.54, 7.09, repro,
2015-03-08,88.03, -103.76, -107.98, 1.96, 1.54, 7.11, repro,
2015-03-09,88.94, -102.83, -106.62, 1.98, 1.55, 7.18, repro,
2015-03-10,87.96, -102.60, -108.89, 1.98, 1.55, 7.16, repro,
2015-03-11,87.01, -102.03, -111.52, 1.99, 1.56, 7.26, repro,
2015-03-12,87.43, -102.84, -113.68, 2.01, 1.58, 7.34, repro,
2015-03-13,88.16, -103.16, -110.18, 1.97, 1.55, 7.15, repro,
2015-03-14,89.55, -102.83, -110.10, 2, 1.57, 7.28, repro,
2015-03-15,88.57, -102.61, -106.19, 2, 1.57, 7.28, repro,
2015-03-16,87.17, -103.05, -110.05, 1.97, 1.55, 7.14, repro,
2015-03-17,88.13, -103.29, -108.98, 1.99, 1.57, 7.19, repro,
2015-03-18,88.23, -103.36, -109.44, 1.96, 1.55, 7.11, repro,
2015-03-19,87.72, -103.43, -114.59, 1.98, 1.56, 7.17, repro,
2015-03-20,87.81, -102.12, -108.52, 2.02, 1.59, 7.37, repro,
2015-03-21,87.39, -102.85, -104.87, 2, 1.58, 7.26, repro,
2015-03-22,86.31, -103.22, -108.24, 2, 1.59, 7.29, repro,
2015-03-23,88.95, -103.60, -112.81, 1.97, 1.55, 7.12, repro,
2015-03-24,87.20, -103.58, -110.26, 1.97, 1.56, 7.15, repro,
2015-03-25,87.81, -103.08, -108.24, 1.99, 1.55, 7.15, repro,
2015-03-26,88.59, -102.62, -108.42, 1.97, 1.55, 7.16, repro,
2015-03-27,89.21, -102.45, -110.72, 2.06, 1.59, 7.5, repro,
2015-03-28,87.95, -101.95, -112.52, 2.05, 1.59, 7.48, repro,
2015-03-29,88.50, -102.33, -117.00, 2.08, 1.61, 7.66, repro,
2015-03-30,88.55, -101.82, -114.37, 2.09, 1.59, 7.6, repro,
2015-03-31,89.78, -103.29, -111.96, 2.1, 1.61, 7.73, repro,
2015-04-01,88.78, -101.51, -102.47, 2.03, 1.61, 7.5, repro,
2015-04-02,88.26, -103.27, -110.82, 1.97, 1.55, 7.15, repro,
2015-04-03,88.03, -102.54, -111.37, 1.97, 1.57, 7.23, repro,
2015-04-04,87.85, -103.30, -112.00, 2, 1.59, 7.38, repro,
2015-04-05,87.36, -103.42, -106.47, 1.99, 1.59, 7.34, repro,
2015-04-06,87.86, -103.32, -99.14, 1.97, 1.55, 7.2, repro,
2015-04-07,87.62, -103.78, -106.09, 1.96, 1.54, 7.12, repro,
2015-04-08,87.70, -103.68, -110.64, 2.08, 1.66, 7.73, repro,
2015-04-09,88.04, -104.10, -110.98, 1.97, 1.55, 7.18, repro,
2015-04-10,87.47, -103.22, -106.08, 2.02, 1.58, 7.3, repro,
2015-04-11,87.68, -102.99, -109.39, 2.04, 1.61, 7.43, repro,
2015-04-12,88.54, -102.66, -103.78, 1.95, 1.54, 7.13, repro,
2015-04-13,88.81, -103.28, -109.95, 1.95, 1.55, 7.16, repro,
2015-04-14,88.01, -103.92, -111.62, 1.96, 1.55, 7.2, repro,
2015-04-15,89.08, -103.29, -110.15, 1.99, 1.6, 7.39, repro,
2015-04-16,88.89, -103.62, -108.54, 1.98, 1.6, 7.32, repro,
2015-04-17,87.86, -102.69, -105.96, 1.93, 1.53, 7.08, repro,
2015-04-18,89.41, -102.57, -106.21, 1.94, 1.55, 7.17, repro,
2015-04-19,88.57, -102.93, -105.24, 1.96, 1.55, 7.23, repro,
2015-04-20,88.47, -104.15, -102.12, 1.97, 1.55, 7.25, repro,
2015-04-21,86.69, -103.38, -104.45, 1.97, 1.54, 7.21, repro,
2015-04-22,89.98, -102.85, -106.65, 1.95, 1.54, 7.13, repro,
2015-04-23,88.23, -102.67, -111.04, 1.91, 1.5, 6.99, repro,
2015-04-24,89.93, -102.18, -106.94, 1.93, 1.52, 7.13, repro,
2015-04-25,90.20, -103.39, -109.35, 1.94, 1.51, 7.09, repro,
2015-04-26,88.57, -103.66, -110.33, 1.93, 1.51, 7.07, repro,
2015-04-27,89.91, -102.64, -112.07, 1.92, 1.5, 7.02, repro,
2015-04-28,90.09, -102.28, -111.00, 1.9, 1.49, 6.91, repro,
2015-04-29,89.59, -103.05, -106.09, 1.91, 1.51, 7.05, repro,
2015-04-30,90.52, -103.61, -110.35, 1.97, 1.56, 7.26, repro,
2015-05-01,90.68, -104.41, -110.31, 1.97, 1.55, 7.24, repro,
2015-05-02,90.35, -103.72, -108.67, 1.93, 1.51, 7.03, repro,
2015-05-03,90.38, -103.97, -111.36, 1.92, 1.5, 6.97, repro,
2015-05-04,90.15, -104.06, -110.47, 1.91, 1.5, 6.98, repro,
2015-05-05,89.82, -104.74, -117.51, 1.93, 1.51, 7.09, repro,
2015-05-06,91.25, -104.02, -118.95, 1.94, 1.51, 7.07, repro,
2015-05-07,91.28, -103.19, -112.24, 1.93, 1.53, 7.14, repro,
2015-05-08,90.72, -103.77, -115.23, 1.93, 1.51, 7.05, repro,
